event_id,run_id,recorded_at,account_id,effective_date,sequence,event_type,business_key,signal_sha256,ts_code,side,quantity,price,amount,fee,cash_after,position_after,payload_json,evidence_sha256,operator
64850a76af8e4c503e1d,04306039a53d0742cf34,2026-07-22T12:54:04.544170+00:00,model_baseline,20260721,20,POSITION,20260721:688469.SH,e0edbf0ac4458e680955000f3c10ec685eeb3d1954425b0ecf55d5f2172e4bb8,688469.SH,,2267,,,,,2267,"{""close"":""7.86"",""cost_basis"":""16667.62"",""market_value"":""17818.62"",""price_date"":""20260721"",""quantity"":2267,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""688469.SH""}",6d018b26f9a0ae31dc3893023d1ae0fd83beff10fed7dc59149f948ca2dc9d13,docker-scheduler
75f92bda7b28844fdc13,04306039a53d0742cf34,2026-07-22T12:54:04.544170+00:00,model_baseline,20260721,21,POSITION,20260721:688582.SH,e0edbf0ac4458e680955000f3c10ec685eeb3d1954425b0ecf55d5f2172e4bb8,688582.SH,,380,,,,,380,"{""close"":""39.61"",""cost_basis"":""16649.17"",""market_value"":""15051.80"",""price_date"":""20260721"",""quantity"":380,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""688582.SH""}",590da51db1a72c2f373a44f6a8277c45a69b126947c44ffa310a56cab9c79028,docker-scheduler
50fbdd49a9a41cac72f0,04306039a53d0742cf34,2026-07-22T12:54:04.544170+00:00,model_baseline,20260721,22,POSITION,20260721:688728.SH,e0edbf0ac4458e680955000f3c10ec685eeb3d1954425b0ecf55d5f2172e4bb8,688728.SH,,993,,,,,993,"{""close"":""16.9"",""cost_basis"":""16657.78"",""market_value"":""16781.70"",""price_date"":""20260721"",""quantity"":993,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""688728.SH""}",8061340a9da73ec186b9e9909deaa45e39fd183f82cc23ca29150a55ac415eff,docker-scheduler
1a4df81ad5c206318190,04306039a53d0742cf34,2026-07-22T12:54:04.544170+00:00,model_baseline,20260721,23,CASH,20260721,e0edbf0ac4458e680955000f3c10ec685eeb3d1954425b0ecf55d5f2172e4bb8,,,,,,,180557.98,,"{""cash"":""180557.98""}",65cf7b0081832e25c50d1ae0655983ab8b3baa0c4f32624db3fdd33d80bff525,docker-scheduler
aa3860622fbedb3408f6,04306039a53d0742cf34,2026-07-22T12:54:04.544170+00:00,model_baseline,20260721,24,NAV,20260721,e0edbf0ac4458e680955000f3c10ec685eeb3d1954425b0ecf55d5f2172e4bb8,,,,,,,180557.98,,"{""benchmark_nav"":""1.008695563971357639043083574"",""cash"":""180557.98"",""cash_ratio"":""0.3705277502040429019132136156"",""cumulative_dividends"":""32.00"",""cumulative_fees"":""113.22"",""daily_fees"":""0.00"",""drawdown"":""-0.02540104"",""equation_difference"":""0.00"",""freshness_status"":""PASS"",""market_value"":""306741.50"",""net_asset"":""487299.48"",""net_excess"":""-0.034096603971357639043083574"",""normalized_nav"":""0.97459896"",""positions"":[{""close"":""16.06"",""cost_basis"":""15548.16"",""market_value"":""14454.00"",""price_date"":""20260721"",""quantity"":900,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""000032.SZ""},{""close"":""100.89"",""cost_basis"":""10755.11"",""market_value"":""10089.00"",""price_date"":""20260721"",""quantity"":100,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""002008.SZ""},{""close"":""41.89"",""cost_basis"":""13469.13"",""market_value"":""12567.00"",""price_date"":""20260721"",""quantity"":300,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""002138.SZ""},{""close"":""30.13"",""cost_basis"":""15955.16"",""market_value"":""15065.00"",""price_date"":""20260721"",""quantity"":500,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""002407.SZ""},{""close"":""77.32"",""cost_basis"":""14581.15"",""market_value"":""15464.00"",""price_date"":""20260721"",""quantity"":200,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""300054.SZ""},{""close"":""68.51"",""cost_basis"":""15517.16"",""market_value"":""13702.00"",""price_date"":""20260721"",""quantity"":200,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""300136.SZ""},{""close"":""56.72"",""cost_basis"":""12479.12"",""market_value"":""11344.00"",""price_date"":""20260721"",""quantity"":200,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""300346.SZ""},{""close"":""98.51"",""cost_basis"":""10305.10"",""market_value"":""9851.00"",""price_date"":""20260721"",""quantity"":100,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""300373.SZ""},{""close"":""27.33"",""cost_basis"":""15000.15"",""market_value"":""13665.00"",""price_date"":""20260721"",""quantity"":500,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""300623.SZ""},{""close"":""110.05"",""cost_basis"":""10737.11"",""market_value"":""11005.00"",""price_date"":""20260721"",""quantity"":100,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""300661.SZ""},{""close"":""107.17"",""cost_basis"":""11914.12"",""market_value"":""10717.00"",""price_date"":""20260721"",""quantity"":100,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""301611.SZ""},{""close"":""32.87"",""cost_basis"":""14445.14"",""market_value"":""13148.00"",""price_date"":""20260721"",""quantity"":400,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""600460.SH""},{""close"":""9.25"",""cost_basis"":""15813.16"",""market_value"":""14800.00"",""price_date"":""20260721"",""quantity"":1600,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""600707.SH""},{""close"":""46.61"",""cost_basis"":""14402.14"",""market_value"":""13983.00"",""price_date"":""20260721"",""quantity"":300,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""603308.SH""},{""close"":""66.5"",""cost_basis"":""13857.14"",""market_value"":""13300.00"",""price_date"":""20260721"",""quantity"":200,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""603650.SH""},{""close"":""41.62"",""cost_basis"":""16505.17"",""market_value"":""16648.00"",""price_date"":""20260721"",""quantity"":400,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""603699.SH""},{""close"":""43.83"",""cost_basis"":""14930.15"",""market_value"":""13149.00"",""price_date"":""20260721"",""quantity"":300,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""605358.SH""},{""close"":""43.35"",""cost_basis"":""16668.07"",""market_value"":""17426.70"",""price_date"":""20260721"",""quantity"":402,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""688248.SH""},{""close"":""65.28"",""cost_basis"":""16617.01"",""market_value"":""16711.68"",""price_date"":""20260721"",""quantity"":256,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""688396.SH""},{""close"":""7.86"",""cost_basis"":""16667.62"",""market_value"":""17818.62"",""price_date"":""20260721"",""quantity"":2267,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""688469.SH""},{""close"":""39.61"",""cost_basis"":""16649.17"",""market_value"":""15051.80"",""price_date"":""20260721"",""quantity"":380,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""688582.SH""},{""close"":""16.9"",""cost_basis"":""16657.78"",""market_value"":""16781.70"",""price_date"":""20260721"",""quantity"":993,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""688728.SH""}],""trade_date"":""20260721"",""turnover"":""0""}",65a59af90c066d29235ea9f6def097a32fd30b288c1723f975e89a1934532c69,docker-scheduler
80c1e63835882513b6ee,2ef6d0f7b2b5d6f421ce,2026-07-22T12:54:06.619293+00:00,model_baseline,20260722,1,POSITION,20260722:000032.SZ,c84a80351f1e7b22a5f5f7f6a56b3429edf191b5d541b5f874bbd7fffeddc064,000032.SZ,,900,,,,,900,"{""close"":""15.6"",""cost_basis"":""15548.16"",""market_value"":""14040.00"",""price_date"":""20260722"",""quantity"":900,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""000032.SZ""}",8f30cba2f803d74f031b093310675cb2c482d784059c98be4dde7b7f2382fc7c,docker-scheduler
506cd0bddff63112b2ea,2ef6d0f7b2b5d6f421ce,2026-07-22T12:54:06.619293+00:00,model_baseline,20260722,2,POSITION,20260722:002008.SZ,c84a80351f1e7b22a5f5f7f6a56b3429edf191b5d541b5f874bbd7fffeddc064,002008.SZ,,100,,,,,100,"{""close"":""104.93"",""cost_basis"":""10755.11"",""market_value"":""10493.00"",""price_date"":""20260722"",""quantity"":100,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""002008.SZ""}",d22ed8aede00c6385005e47a490c0e1cb730035d206a4551cb4ca37b49a23ad2,docker-scheduler
6031984915709064bdc3,2ef6d0f7b2b5d6f421ce,2026-07-22T12:54:06.619293+00:00,model_baseline,20260722,3,POSITION,20260722:002138.SZ,c84a80351f1e7b22a5f5f7f6a56b3429edf191b5d541b5f874bbd7fffeddc064,002138.SZ,,300,,,,,300,"{""close"":""43.84"",""cost_basis"":""13469.13"",""market_value"":""13152.00"",""price_date"":""20260722"",""quantity"":300,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""002138.SZ""}",ef20fdf4c934689bfc7ea7c47dca32c52339eb817555cde6d5edefb3a1cc3275,docker-scheduler
a4b1f074e04f0cbf43c1,2ef6d0f7b2b5d6f421ce,2026-07-22T12:54:06.619293+00:00,model_baseline,20260722,4,POSITION,20260722:002407.SZ,c84a80351f1e7b22a5f5f7f6a56b3429edf191b5d541b5f874bbd7fffeddc064,002407.SZ,,500,,,,,500,"{""close"":""29.78"",""cost_basis"":""15955.16"",""market_value"":""14890.00"",""price_date"":""20260722"",""quantity"":500,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""002407.SZ""}",7e0da0109201517da53091f7efac5e6acf382b9a545338284c3017ced0ae339a,docker-scheduler
b93289afdaf7a32bfb18,2ef6d0f7b2b5d6f421ce,2026-07-22T12:54:06.619293+00:00,model_baseline,20260722,5,POSITION,20260722:300054.SZ,c84a80351f1e7b22a5f5f7f6a56b3429edf191b5d541b5f874bbd7fffeddc064,300054.SZ,,200,,,,,200,"{""close"":""75.55"",""cost_basis"":""14581.15"",""market_value"":""15110.00"",""price_date"":""20260722"",""quantity"":200,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""300054.SZ""}",46333f0b7131aaa961d7c2ff1f9b28c1d8439d1d9e4752434bf636847970507c,docker-scheduler
de8fef5ffc0a72780b1f,2ef6d0f7b2b5d6f421ce,2026-07-22T12:54:06.619293+00:00,model_baseline,20260722,6,POSITION,20260722:300136.SZ,c84a80351f1e7b22a5f5f7f6a56b3429edf191b5d541b5f874bbd7fffeddc064,300136.SZ,,200,,,,,200,"{""close"":""64.38"",""cost_basis"":""15517.16"",""market_value"":""12876.00"",""price_date"":""20260722"",""quantity"":200,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""300136.SZ""}",b8e04fae86e7f5bbcf5a391fd00c18c522dc13ce3d1fe6bbea2a6be8e4adcd69,docker-scheduler
7290ff182a796719039c,2ef6d0f7b2b5d6f421ce,2026-07-22T12:54:06.619293+00:00,model_baseline,20260722,7,POSITION,20260722:300346.SZ,c84a80351f1e7b22a5f5f7f6a56b3429edf191b5d541b5f874bbd7fffeddc064,300346.SZ,,200,,,,,200,"{""close"":""55.36"",""cost_basis"":""12479.12"",""market_value"":""11072.00"",""price_date"":""20260722"",""quantity"":200,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""300346.SZ""}",3e2606a6d2aa4d0749794ef4ed28339b8d5690ab33306fbbd597feafc563af65,docker-scheduler
926c13956bc6cacb9d41,2ef6d0f7b2b5d6f421ce,2026-07-22T12:54:06.619293+00:00,model_baseline,20260722,8,POSITION,20260722:300373.SZ,c84a80351f1e7b22a5f5f7f6a56b3429edf191b5d541b5f874bbd7fffeddc064,300373.SZ,,100,,,,,100,"{""close"":""96.3"",""cost_basis"":""10305.10"",""market_value"":""9630.00"",""price_date"":""20260722"",""quantity"":100,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""300373.SZ""}",f7435e40defb61156dddeba6aa2c2e535a8cf00b82bfa420a069154c7f2ee9f5,docker-scheduler
d174d9e4d7d8c73b68ad,2ef6d0f7b2b5d6f421ce,2026-07-22T12:54:06.619293+00:00,model_baseline,20260722,9,POSITION,20260722:300623.SZ,c84a80351f1e7b22a5f5f7f6a56b3429edf191b5d541b5f874bbd7fffeddc064,300623.SZ,,500,,,,,500,"{""close"":""27.27"",""cost_basis"":""15000.15"",""market_value"":""13635.00"",""price_date"":""20260722"",""quantity"":500,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""300623.SZ""}",6b65ab230064537d2221e15e59e0a1641486d061bfe637337156d7bb63e1a775,docker-scheduler
06c3cd5e0ec84c24a9ad,2ef6d0f7b2b5d6f421ce,2026-07-22T12:54:06.619293+00:00,model_baseline,20260722,10,POSITION,20260722:300661.SZ,c84a80351f1e7b22a5f5f7f6a56b3429edf191b5d541b5f874bbd7fffeddc064,300661.SZ,,100,,,,,100,"{""close"":""106.11"",""cost_basis"":""10737.11"",""market_value"":""10611.00"",""price_date"":""20260722"",""quantity"":100,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""300661.SZ""}",fdbeabe65c9ee992b5c6081fd37fdac46e9eff7db33cb06408caf3c5cd1c291a,docker-scheduler
dcb71c04f7854d4727b0,2ef6d0f7b2b5d6f421ce,2026-07-22T12:54:06.619293+00:00,model_baseline,20260722,11,POSITION,20260722:301611.SZ,c84a80351f1e7b22a5f5f7f6a56b3429edf191b5d541b5f874bbd7fffeddc064,301611.SZ,,100,,,,,100,"{""close"":""100.9"",""cost_basis"":""11914.12"",""market_value"":""10090.00"",""price_date"":""20260722"",""quantity"":100,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""301611.SZ""}",cc736afd1936f41f9dac446164055dcb1b21b3117624052cac8e4123d080336d,docker-scheduler
88c40503ff93d41f54eb,2ef6d0f7b2b5d6f421ce,2026-07-22T12:54:06.619293+00:00,model_baseline,20260722,12,POSITION,20260722:600460.SH,c84a80351f1e7b22a5f5f7f6a56b3429edf191b5d541b5f874bbd7fffeddc064,600460.SH,,400,,,,,400,"{""close"":""33.19"",""cost_basis"":""14445.14"",""market_value"":""13276.00"",""price_date"":""20260722"",""quantity"":400,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""600460.SH""}",95546e40ed4280e022631de2073a23b2679bcd214d46c08fafcc21d4ba0c0369,docker-scheduler
dd27f144cd996cd8a4a2,2ef6d0f7b2b5d6f421ce,2026-07-22T12:54:06.619293+00:00,model_baseline,20260722,13,POSITION,20260722:600707.SH,c84a80351f1e7b22a5f5f7f6a56b3429edf191b5d541b5f874bbd7fffeddc064,600707.SH,,1600,,,,,1600,"{""close"":""9.07"",""cost_basis"":""15813.16"",""market_value"":""14512.00"",""price_date"":""20260722"",""quantity"":1600,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""600707.SH""}",1adc057f88d6abaa9f24a84f8e8a9061672ec1ff230379c51b9d131990ea2466,docker-scheduler
696b8e0afbbf7c7b51db,2ef6d0f7b2b5d6f421ce,2026-07-22T12:54:06.619293+00:00,model_baseline,20260722,14,POSITION,20260722:603308.SH,c84a80351f1e7b22a5f5f7f6a56b3429edf191b5d541b5f874bbd7fffeddc064,603308.SH,,300,,,,,300,"{""close"":""43.57"",""cost_basis"":""14402.14"",""market_value"":""13071.00"",""price_date"":""20260722"",""quantity"":300,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""603308.SH""}",ee8672a30f8614957c6b44aabbe7523c9d4af8362b119eeabe9696dc3e56e295,docker-scheduler
7262a859082f6ccfb198,2ef6d0f7b2b5d6f421ce,2026-07-22T12:54:06.619293+00:00,model_baseline,20260722,15,POSITION,20260722:603650.SH,c84a80351f1e7b22a5f5f7f6a56b3429edf191b5d541b5f874bbd7fffeddc064,603650.SH,,200,,,,,200,"{""close"":""66.17"",""cost_basis"":""13857.14"",""market_value"":""13234.00"",""price_date"":""20260722"",""quantity"":200,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""603650.SH""}",0592698ba364b2df31a73b745e7c437f680bf07899cfb88eaf3244df8a647a80,docker-scheduler
a6be597e40a2cbe459f5,2ef6d0f7b2b5d6f421ce,2026-07-22T12:54:06.619293+00:00,model_baseline,20260722,16,POSITION,20260722:603699.SH,c84a80351f1e7b22a5f5f7f6a56b3429edf191b5d541b5f874bbd7fffeddc064,603699.SH,,400,,,,,400,"{""close"":""41.53"",""cost_basis"":""16505.17"",""market_value"":""16612.00"",""price_date"":""20260722"",""quantity"":400,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""603699.SH""}",9e5e5e9a529ddfa6426601947af48cdb8d3dae31971a60ce3aa874da8b638f10,docker-scheduler
5908f6ebb6a4cdc14a99,2ef6d0f7b2b5d6f421ce,2026-07-22T12:54:06.619293+00:00,model_baseline,20260722,17,POSITION,20260722:605358.SH,c84a80351f1e7b22a5f5f7f6a56b3429edf191b5d541b5f874bbd7fffeddc064,605358.SH,,300,,,,,300,"{""close"":""43.28"",""cost_basis"":""14930.15"",""market_value"":""12984.00"",""price_date"":""20260722"",""quantity"":300,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""605358.SH""}",0940269457f8712b8bd31b9f91a55df52524e70885876ea61ff81ceda38a748a,docker-scheduler
fd573324b01bed543935,2ef6d0f7b2b5d6f421ce,2026-07-22T12:54:06.619293+00:00,model_baseline,20260722,18,POSITION,20260722:688248.SH,c84a80351f1e7b22a5f5f7f6a56b3429edf191b5d541b5f874bbd7fffeddc064,688248.SH,,402,,,,,402,"{""close"":""42.8"",""cost_basis"":""16668.07"",""market_value"":""17205.60"",""price_date"":""20260722"",""quantity"":402,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""688248.SH""}",29d4238c8a1a6c8f3760d6b7ae3d89c3191bc5a4819c4e94c1e13535ccd1848a,docker-scheduler
870422423b5835f86b15,2ef6d0f7b2b5d6f421ce,2026-07-22T12:54:06.619293+00:00,model_baseline,20260722,19,POSITION,20260722:688396.SH,c84a80351f1e7b22a5f5f7f6a56b3429edf191b5d541b5f874bbd7fffeddc064,688396.SH,,256,,,,,256,"{""close"":""63.1"",""cost_basis"":""16617.01"",""market_value"":""16153.60"",""price_date"":""20260722"",""quantity"":256,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""688396.SH""}",6679d9127453e11f42b29973271814ff45f6aa0b45f0030fb54ff268e950e89c,docker-scheduler
9044317c1079e4664679,2ef6d0f7b2b5d6f421ce,2026-07-22T12:54:06.619293+00:00,model_baseline,20260722,20,POSITION,20260722:688469.SH,c84a80351f1e7b22a5f5f7f6a56b3429edf191b5d541b5f874bbd7fffeddc064,688469.SH,,2267,,,,,2267,"{""close"":""7.84"",""cost_basis"":""16667.62"",""market_value"":""17773.28"",""price_date"":""20260722"",""quantity"":2267,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""688469.SH""}",34012a1a8deb76fd91cb69f288e156d890d2d4acdfae5e7ae43008af73019c94,docker-scheduler
22f77991761c189ba383,2ef6d0f7b2b5d6f421ce,2026-07-22T12:54:06.619293+00:00,model_baseline,20260722,21,POSITION,20260722:688582.SH,c84a80351f1e7b22a5f5f7f6a56b3429edf191b5d541b5f874bbd7fffeddc064,688582.SH,,380,,,,,380,"{""close"":""39.0"",""cost_basis"":""16649.17"",""market_value"":""14820.00"",""price_date"":""20260722"",""quantity"":380,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""688582.SH""}",ecfe26fb019c8389246f09c4dbe51551dbf48f7973df1fb92242ca52f6e3d862,docker-scheduler
c76e19efea0915d37aa3,2ef6d0f7b2b5d6f421ce,2026-07-22T12:54:06.619293+00:00,model_baseline,20260722,22,POSITION,20260722:688728.SH,c84a80351f1e7b22a5f5f7f6a56b3429edf191b5d541b5f874bbd7fffeddc064,688728.SH,,993,,,,,993,"{""close"":""17.55"",""cost_basis"":""16657.78"",""market_value"":""17427.15"",""price_date"":""20260722"",""quantity"":993,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""688728.SH""}",40bd56450e40555f3bef14bc31c9fa6df5359b160336c783b0efd3a8c96d0fb9,docker-scheduler
57e78c113ba42631e587,2ef6d0f7b2b5d6f421ce,2026-07-22T12:54:06.619293+00:00,model_baseline,20260722,23,CASH,20260722,c84a80351f1e7b22a5f5f7f6a56b3429edf191b5d541b5f874bbd7fffeddc064,,,,,,,180557.98,,"{""cash"":""180557.98""}",65cf7b0081832e25c50d1ae0655983ab8b3baa0c4f32624db3fdd33d80bff525,docker-scheduler
01bdfb674e5435e9158b,2ef6d0f7b2b5d6f421ce,2026-07-22T12:54:06.619293+00:00,model_baseline,20260722,24,NAV,20260722,c84a80351f1e7b22a5f5f7f6a56b3429edf191b5d541b5f874bbd7fffeddc064,,,,,,,180557.98,,"{""benchmark_nav"":""1.003577112157832567159918366"",""cash"":""180557.98"",""cash_ratio"":""0.3736515123856949551990839227"",""cumulative_dividends"":""32.00"",""cumulative_fees"":""113.22"",""daily_fees"":""0.00"",""drawdown"":""-0.03354878"",""equation_difference"":""0.00"",""freshness_status"":""PASS"",""market_value"":""302667.63"",""net_asset"":""483225.61"",""net_excess"":""-0.037125892157832567159918366"",""normalized_nav"":""0.96645122"",""positions"":[{""close"":""15.6"",""cost_basis"":""15548.16"",""market_value"":""14040.00"",""price_date"":""20260722"",""quantity"":900,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""000032.SZ""},{""close"":""104.93"",""cost_basis"":""10755.11"",""market_value"":""10493.00"",""price_date"":""20260722"",""quantity"":100,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""002008.SZ""},{""close"":""43.84"",""cost_basis"":""13469.13"",""market_value"":""13152.00"",""price_date"":""20260722"",""quantity"":300,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""002138.SZ""},{""close"":""29.78"",""cost_basis"":""15955.16"",""market_value"":""14890.00"",""price_date"":""20260722"",""quantity"":500,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""002407.SZ""},{""close"":""75.55"",""cost_basis"":""14581.15"",""market_value"":""15110.00"",""price_date"":""20260722"",""quantity"":200,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""300054.SZ""},{""close"":""64.38"",""cost_basis"":""15517.16"",""market_value"":""12876.00"",""price_date"":""20260722"",""quantity"":200,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""300136.SZ""},{""close"":""55.36"",""cost_basis"":""12479.12"",""market_value"":""11072.00"",""price_date"":""20260722"",""quantity"":200,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""300346.SZ""},{""close"":""96.3"",""cost_basis"":""10305.10"",""market_value"":""9630.00"",""price_date"":""20260722"",""quantity"":100,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""300373.SZ""},{""close"":""27.27"",""cost_basis"":""15000.15"",""market_value"":""13635.00"",""price_date"":""20260722"",""quantity"":500,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""300623.SZ""},{""close"":""106.11"",""cost_basis"":""10737.11"",""market_value"":""10611.00"",""price_date"":""20260722"",""quantity"":100,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""300661.SZ""},{""close"":""100.9"",""cost_basis"":""11914.12"",""market_value"":""10090.00"",""price_date"":""20260722"",""quantity"":100,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""301611.SZ""},{""close"":""33.19"",""cost_basis"":""14445.14"",""market_value"":""13276.00"",""price_date"":""20260722"",""quantity"":400,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""600460.SH""},{""close"":""9.07"",""cost_basis"":""15813.16"",""market_value"":""14512.00"",""price_date"":""20260722"",""quantity"":1600,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""600707.SH""},{""close"":""43.57"",""cost_basis"":""14402.14"",""market_value"":""13071.00"",""price_date"":""20260722"",""quantity"":300,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""603308.SH""},{""close"":""66.17"",""cost_basis"":""13857.14"",""market_value"":""13234.00"",""price_date"":""20260722"",""quantity"":200,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""603650.SH""},{""close"":""41.53"",""cost_basis"":""16505.17"",""market_value"":""16612.00"",""price_date"":""20260722"",""quantity"":400,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""603699.SH""},{""close"":""43.28"",""cost_basis"":""14930.15"",""market_value"":""12984.00"",""price_date"":""20260722"",""quantity"":300,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""605358.SH""},{""close"":""42.8"",""cost_basis"":""16668.07"",""market_value"":""17205.60"",""price_date"":""20260722"",""quantity"":402,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""688248.SH""},{""close"":""63.1"",""cost_basis"":""16617.01"",""market_value"":""16153.60"",""price_date"":""20260722"",""quantity"":256,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""688396.SH""},{""close"":""7.84"",""cost_basis"":""16667.62"",""market_value"":""17773.28"",""price_date"":""20260722"",""quantity"":2267,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""688469.SH""},{""close"":""39.0"",""cost_basis"":""16649.17"",""market_value"":""14820.00"",""price_date"":""20260722"",""quantity"":380,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""688582.SH""},{""close"":""17.55"",""cost_basis"":""16657.78"",""market_value"":""17427.15"",""price_date"":""20260722"",""quantity"":993,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""688728.SH""}],""trade_date"":""20260722"",""turnover"":""0""}",f4090379bf04d6aa847fa4549f3d2782c96bcda489360683550527b7f0406170,docker-scheduler
8b57170d0cc306f9456c,a2d9e565973a4569e06c,2026-07-23T11:54:22.172235+00:00,model_baseline,20260723,1,POSITION,20260723:000032.SZ,3eef24f0d52ce08a220ea2be20ec37df9d8b0f2a577f322c607660851f7fd512,000032.SZ,,900,,,,,900,"{""close"":""14.92"",""cost_basis"":""15548.16"",""market_value"":""13428.00"",""price_date"":""20260723"",""quantity"":900,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""000032.SZ""}",b1363f3c179adb189815f840f9792d18b0d8eefed0a2f0688a5899a2be925158,docker-scheduler
8553104155924517f5c6,a2d9e565973a4569e06c,2026-07-23T11:54:22.172235+00:00,model_baseline,20260723,2,POSITION,20260723:002008.SZ,3eef24f0d52ce08a220ea2be20ec37df9d8b0f2a577f322c607660851f7fd512,002008.SZ,,100,,,,,100,"{""close"":""105.3"",""cost_basis"":""10755.11"",""market_value"":""10530.00"",""price_date"":""20260723"",""quantity"":100,""realized_pnl"":""0.00"",""stale_trade_days"":0,""ts_code"":""002008.SZ""}",f86ef86034e2873a064ad8a3063233929ed3e894fd2c97f60a632586f3fa1a93,docker-scheduler
